@relation 'data/M_multi_metrics_PDE.csv-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R62-weka.filters.unsupervised.attribute.Standardize_principal components-weka.filters.unsupervised.attribute.Remove-V-R1-18'

@attribute 0.194WCHU_numberOfLinesOfCode... numeric
@attribute -0.361WCHU_numberOfPublicAttributes... numeric
@attribute 0.371WCHU_fanIn... numeric
@attribute 0.403ck_oo_numberOfMethodsInherited... numeric
@attribute -0.317ck_oo_numberOfMethods... numeric
@attribute -0.486WCHU_noc... numeric
@attribute 0.433LDHH_numberOfAttributesInherited... numeric
@attribute 0.297WCHU_numberOfAttributesInherited... numeric
@attribute -0.277numberOfHighPriorityBugsFoundUntil:... numeric
@attribute 0.506LDHH_dit... numeric
@attribute 0.305numberOfCriticalBugsFoundUntil:... numeric
@attribute -0.5LDHH_numberOfPrivateAttributes... numeric
@attribute -0.346ck_oo_numberOfAttributesInherited... numeric
@attribute 0.317ck_oo_numberOfAttributesInherited... numeric
@attribute -0.523LDHH_fanOut... numeric
@attribute -0.381ck_oo_numberOfPublicMethods... numeric
@attribute 0.447ck_oo_dit... numeric
@attribute class {buggy,clean}

@data
-2.490303,-0.43542,-0.261434,-0.5711,0.361786,0.016753,-0.140702,0.293863,0.354049,-0.088039,0.104693,0.260366,0.274117,-0.006352,0.37749,0.188354,0.271043,clean
5.506584,-0.350173,-3.057827,0.928005,-1.004187,-0.287595,0.380042,1.405309,0.725376,0.17164,-1.906542,-1.416967,0.386533,-0.144883,1.647013,0.486983,0.055373,clean
-3.374317,-0.284448,0.543335,-1.124818,0.519411,0.301552,-0.049619,-0.012141,-0.179295,0.229474,-0.052415,0.310794,-0.368393,-0.284061,0.009658,0.089973,-0.127851,clean
-2.684327,0.127329,-0.088271,0.4116,0.465545,-0.060616,-0.456547,-0.36097,0.155003,-0.641553,-0.194853,0.384762,-0.0623,-0.620991,0.199443,0.174593,0.07625,clean
-2.051736,-0.32885,-0.486634,-1.367188,-0.727266,0.439768,0.033372,0.357216,-0.14749,0.467936,-0.03634,-0.077958,0.338562,0.02626,0.104376,0.916371,0.335214,clean
-1.240465,0.146349,-1.403018,1.15226,-2.550407,0.589566,-0.587537,0.665569,0.787602,-0.407332,0.655492,-0.108794,-0.074697,-0.347162,0.18724,0.582963,0.474102,clean
-0.731647,0.099591,-0.287171,1.022334,1.940354,-0.883969,-1.406741,-0.775136,-1.044339,2.901247,1.005204,-0.047533,0.57735,0.053043,-0.168863,-0.706867,0.128901,clean
-3.340227,-0.012995,-0.206941,0.411244,0.288586,0.284216,0.249442,0.443314,0.161666,-0.279878,0.034401,0.043261,-0.652421,-0.556258,0.018514,0.202831,0.580482,clean
-2.885532,-0.0701,-0.150012,-0.673125,-0.275672,0.202825,0.037525,-0.306895,-0.332219,-0.169776,0.097985,0.174856,0.416905,0.285917,0.114084,-0.560523,-0.092295,clean
-3.552655,-0.192007,0.729039,-1.130514,0.447484,0.362359,0.053616,-0.207276,-0.243152,0.243208,0.019423,0.282636,-0.375597,-0.326013,-0.033865,-0.167147,-0.251187,clean
10.98643,3.47162,7.074306,-1.427328,-4.569803,3.529818,-0.983822,-2.067473,1.764484,2.667067,-1.093861,1.815282,-0.148752,0.662725,1.181913,-1.871365,-0.500629,clean
-1.663614,-0.923206,-0.254076,0.404909,0.739486,0.054454,0.931149,0.138416,-0.507381,-0.191234,-0.811832,-0.213754,-0.08475,-0.536284,0.367594,0.066198,0.330232,clean
-2.886579,0.145842,-0.322216,-0.329549,-1.093075,0.062553,-0.153663,0.418091,0.003361,-0.003974,0.494499,0.073256,-0.736829,-0.463788,-0.127834,0.556589,0.352309,buggy
-1.573687,-0.25315,-0.416147,-1.279427,-0.573136,0.338191,0.02628,0.114613,-0.199809,0.138626,0.261802,0.453659,0.375004,0.574134,-0.558847,-0.232103,0.123231,clean
2.689047,0.017544,1.201951,-0.784776,0.511132,0.697407,-1.152923,0.97515,-0.573038,-1.098115,0.33896,-0.630336,0.15356,0.638051,-0.319309,-1.034551,0.706336,clean
-3.136773,-0.255126,-0.062904,-0.794869,0.301794,0.071824,0.029227,-0.161936,-0.209553,-0.075895,-0.023686,0.095478,0.243335,0.054121,0.251981,-0.266078,-0.251532,clean
-1.275009,-0.04252,-0.306145,1.523095,-0.642828,0.087999,1.223073,-0.105827,-0.042975,-0.534646,1.359393,0.057154,-1.787763,1.743103,0.378806,0.559164,0.488658,clean
3.90306,0.358982,3.893135,-1.655537,1.358517,2.901891,-2.408413,2.707932,-0.109139,-0.741259,0.929441,-0.924877,-0.312223,-0.0115,0.2613,-0.428135,-1.423212,clean
-1.837468,0.166982,-0.709262,-1.204953,-1.535543,0.512319,0.008476,0.05151,-0.400173,0.46863,-0.100779,-0.588852,0.439584,-0.072311,0.433578,0.466211,-0.85431,clean
1.135066,0.77615,-2.123889,0.723311,-3.614573,0.509922,0.238084,-0.772057,-0.518169,-0.578089,0.966903,0.118067,-0.12186,0.027116,0.869981,0.126305,0.263905,clean
0.529646,0.128114,0.293099,-0.054439,-1.547835,-0.817682,0.029013,-0.490945,-0.164763,-0.429204,-0.324555,-0.403559,0.931204,1.268741,-0.465953,-0.361725,1.080122,clean
8.482821,-0.332194,-0.135972,-2.885652,2.22968,1.708788,-2.001362,4.972746,0.829062,-0.879401,2.07948,-1.437386,0.398286,0.815967,-3.233792,0.218452,-0.043813,clean
-3.243466,-0.361641,0.032135,-0.696082,0.268813,0.088963,-0.060403,-0.173104,-0.248122,-0.163221,-0.048442,0.210807,0.245768,0.096205,0.229375,-0.481497,-0.283249,clean
3.608688,0.608404,-1.728279,-0.453168,-1.952289,-0.062065,-0.353489,-0.641778,-0.128626,-0.144662,-0.373881,0.000043,0.393822,-0.579209,-0.02751,1.646758,-0.481893,clean
1.167947,0.151748,-0.874997,-1.632984,0.373874,-0.208305,-0.067905,0.143917,0.523797,0.575015,-0.141616,1.054922,-0.808584,0.236875,-0.667453,-1.076765,-0.133889,clean
-3.663938,-0.064252,-0.104037,0.153166,0.031087,0.210989,-0.308094,-0.050736,0.258768,-0.616718,0.312084,-0.112984,-1.029185,-0.542463,-0.013126,-0.116956,1.297861,clean
-2.394821,0.273501,-0.327974,2.95105,1.631053,-0.387361,-1.107126,-0.305337,-1.174293,1.82953,0.093604,-0.144023,1.121947,-0.887095,0.28059,-0.603338,-0.061241,clean
0.402851,0.977168,0.02864,5.729981,-0.070458,0.595983,0.595859,0.550896,2.012969,-1.514974,-1.239945,-0.128489,1.47314,-0.880433,-0.425881,-0.818041,-1.304512,buggy
-3.54028,-0.269337,0.075349,-1.124182,0.248828,0.199906,0.052016,-0.148191,-0.515251,0.048337,0.056556,0.283453,-0.240489,-0.1977,-0.087013,-0.114719,-0.114181,clean
-2.84245,-0.15626,0.178251,-0.866401,0.769508,0.151897,-0.357273,0.159328,0.137406,0.11313,-0.424202,0.110763,-0.234543,0.070587,-0.714245,0.085665,-0.350279,buggy
-1.123776,0.628052,2.690701,4.063049,-0.314175,0.473981,-0.492904,0.936241,3.208673,-0.732221,-0.404376,-1.485583,-0.666097,-0.76537,0.25299,-0.384797,-0.402041,clean
-2.021465,0.090911,-0.779934,3.263605,2.059106,-0.961043,-2.658523,-0.759943,-1.247115,4.429131,1.740726,-0.622545,1.43524,-0.898481,0.161785,-0.213237,-0.213997,clean
1.958083,0.430314,-1.080566,5.596758,3.604189,-1.138084,-3.999428,0.393297,-1.892043,5.391955,-0.078333,-0.988533,2.607006,-0.592528,-0.357893,-1.51601,0.595756,clean
-2.990151,0.195804,-0.033995,1.447626,-0.576345,0.381928,-0.258322,-0.062581,1.187489,-0.602022,0.332746,-0.701848,-0.666356,-0.725545,0.605123,-0.038682,0.983005,clean
-2.952975,-0.394596,0.315208,-1.141929,0.646792,0.146721,-0.145665,0.181346,0.007538,0.151267,-0.229918,0.33829,0.171449,0.269336,0.339123,0.069956,-0.063446,clean
-3.277716,-0.222903,0.377551,-0.817772,-0.233114,-0.254007,0.038469,0.120276,-0.430953,-0.04136,0.233431,0.373195,-0.245133,0.046327,-0.169806,-0.185516,0.207173,clean
-0.029029,0.048458,-1.147415,-0.875144,-1.090836,-0.077152,-0.5512,0.599647,-0.397721,-0.157455,0.529377,0.905661,0.099366,-0.836724,-0.013953,0.274291,0.448267,clean
-0.755232,-0.136739,0.862975,-0.95256,0.129477,0.664077,-0.147891,-0.350482,-0.494628,-0.254272,-0.091201,-0.356165,-0.078046,0.582654,0.301125,0.185347,0.110123,clean
-2.490089,-0.234477,-0.184732,0.525033,0.431283,0.170042,-0.071187,0.495278,0.409695,-0.321148,-0.549126,-0.084576,0.208465,-0.121172,0.134884,-0.232086,0.032884,clean
-2.822472,-0.008797,-0.389597,0.660246,-0.115141,0.083419,-0.64422,0.189487,0.773374,-0.438945,-0.189198,-0.286604,0.212322,-0.764015,0.045509,0.211693,0.117117,clean
6.309534,-1.399321,-0.487761,-1.995944,0.250164,1.178073,-2.022824,3.426791,-2.598448,-2.278089,1.649307,-0.396266,1.420749,0.129533,1.52782,2.211968,1.216227,clean
15.660365,1.100532,-1.771723,-1.240539,3.207201,-0.766748,-3.100552,1.568951,0.485498,-0.426302,-3.857266,0.839298,-3.207658,2.207294,0.302661,-0.930879,-1.152872,clean
-1.556985,0.296248,-0.28185,0.564034,-0.538825,0.586164,-0.047279,0.469931,0.481268,-0.182562,-0.394797,-0.196247,0.031866,0.965183,-0.553434,-0.131231,0.290811,clean
-1.735867,-0.320912,0.00019,-1.203834,1.511807,-0.331232,-0.028247,-0.216197,-0.109697,-0.072468,-0.253971,0.979553,-0.274881,0.040495,0.259211,-0.070679,-0.3757,clean
-3.528411,-0.013314,-0.035782,1.429227,0.095281,-0.264539,-0.250052,0.227613,0.774179,-0.848379,0.511061,-0.200762,-1.001422,-0.392412,0.277894,-0.056217,0.348576,clean
-1.747603,0.333876,0.784181,1.021447,0.829479,0.163969,-0.662808,-0.514005,0.960618,-0.664,-0.453456,0.049575,-0.022194,-0.223424,-0.130962,-0.222341,-0.745939,clean
0.201349,0.330115,-0.423389,-1.514375,0.575029,-0.304927,1.162799,-1.246969,-0.091048,0.264498,0.870186,1.462259,-0.592662,-2.151874,0.178145,0.173138,-0.358065,clean
-3.593174,-0.447948,0.129141,-1.150466,0.620807,0.086896,0.076283,-0.034282,-0.317931,0.094271,0.064811,0.343969,-0.193883,-0.263446,0.057616,-0.045977,-0.171597,clean
3.874967,0.946846,-0.376054,-1.056157,1.668121,-0.820408,1.984764,-3.762194,-1.187882,-0.776817,-0.344444,-2.08252,-1.882674,-0.610253,-2.163334,1.578115,0.561766,clean
-3.640235,-0.10808,-0.007784,-0.092577,0.431139,0.049316,-0.240375,-0.130885,0.106047,-0.311722,-0.012224,-0.003033,-0.221327,-0.584047,0.023711,-0.196927,-0.228082,clean
2.001652,1.02898,-0.324505,5.945473,1.777352,-0.516779,-1.857805,-0.999261,-0.075529,1.088646,-1.658686,-1.185665,2.693497,-0.78939,-0.457198,0.516339,-0.090936,buggy
-3.623427,-0.003875,-0.02722,-0.055735,0.285384,0.063213,-0.458882,-0.100065,-0.017051,-0.336292,-0.239253,-0.034174,-0.306609,-0.488494,0.058671,-0.177798,-0.310295,clean
-3.167251,-0.128229,0.114764,-0.827359,-0.064954,-0.207077,-0.152512,0.209255,-0.176186,0.100072,-0.09091,0.165534,0.059264,-0.381644,-0.012525,0.080126,-0.134165,buggy
-1.40113,-0.209056,-0.013127,1.822024,2.377271,-0.711445,-1.57924,-0.839774,-0.486182,1.613625,0.084408,-0.718714,0.671361,-0.336692,0.25527,-0.062055,-0.11206,clean
-1.03012,0.149445,0.631719,-0.875487,0.917042,0.17387,-0.206541,-0.087803,0.895461,0.471206,-0.329648,0.172097,-1.119184,-0.308598,-0.452212,-0.813081,-0.81577,clean
13.857721,-3.03639,-0.206484,-4.004845,7.284816,0.111282,2.332043,5.567764,5.252102,-1.321237,8.173839,-0.093197,6.781868,2.665231,2.844311,-1.014365,1.600367,buggy
-3.185158,-0.0838,-0.189369,-1.238382,-0.168624,0.246337,0.226693,-0.259403,-0.654574,0.109648,0.125689,0.022222,-0.110575,-0.021777,0.073253,-0.106073,-0.229278,clean
6.709672,0.472325,-1.797568,-0.562198,1.319911,-0.297071,0.645964,0.358818,0.370031,-0.648896,0.261117,-1.045896,-0.717511,-1.042108,-0.399266,-0.574297,-0.143136,clean
-2.908335,-0.11087,0.017475,-0.767222,-0.077112,0.233543,0.021357,-0.182322,-0.149553,0.018737,-0.038109,0.093491,0.367016,0.097262,0.175696,-0.211087,0.063462,clean
-0.282219,0.034515,-0.450412,1.711242,1.245252,-0.689214,-0.716255,-1.193569,0.747779,-1.143633,-1.597337,-1.426725,0.756963,-0.534545,0.507509,0.207958,-0.907226,clean
-2.16367,0.470155,-0.899146,0.290506,-1.773774,0.593395,-0.359135,0.270661,0.478335,-0.172334,0.319444,-0.579026,-0.396539,-0.600386,-0.061183,0.883886,1.042695,buggy
0.766597,1.53598,6.229647,1.388949,-1.224215,4.364605,-0.726807,1.410044,0.982469,-0.456479,1.05176,-2.136078,-0.105668,-0.973806,0.010691,-1.178719,-1.289313,buggy
-0.816505,1.536389,-1.216134,10.722017,1.023347,0.543547,0.947464,0.754438,-0.638294,3.174787,4.537656,1.048822,-2.517649,2.004944,0.12987,1.177649,-1.084834,clean
-1.03039,-0.122171,-1.010649,-0.421995,-0.009556,-0.084722,-1.105696,-0.065803,-1.511403,2.396495,-0.05361,-1.149603,0.621164,0.547154,0.295485,0.414863,-0.402115,clean
-3.564801,-0.378747,0.034768,-0.824253,0.593106,0.056666,0.032954,-0.014768,-0.194159,-0.094686,0.074971,0.180407,-0.316619,-0.030728,0.300938,-0.10896,-0.064523,clean
-2.316386,0.15794,0.04157,-0.037689,-0.957704,0.029031,-0.146982,-0.154038,0.159374,-0.404222,0.184461,-0.027533,0.408076,0.535232,-0.423516,-0.914385,0.62822,clean
5.803242,0.453994,-1.61677,0.208599,1.434192,-0.928041,-0.033331,-0.970219,-0.277389,-0.534296,-2.558423,-0.566206,-1.648479,0.243591,1.012971,0.436197,0.929088,clean
0.628315,0.239057,0.4776,5.30714,2.203274,0.129065,-2.875587,1.9152,-0.511226,0.546615,-0.209943,-1.866986,3.106897,-0.869238,-0.497288,-0.886724,-0.944965,clean
-3.7262,-0.236813,0.158925,-1.088343,0.455835,0.138461,0.079029,-0.20415,-0.492344,0.002505,0.091528,0.360289,-0.261096,-0.201134,-0.066736,-0.282343,-0.174424,clean
-2.881827,-0.638514,0.014948,-1.128848,0.664524,0.028972,-0.196147,0.299611,-0.069973,0.051269,-0.237457,0.405775,0.236923,0.332326,0.372153,0.126595,0.054814,clean
0.724929,1.563394,9.353635,-1.15954,-0.943532,4.498276,-0.890448,-0.203077,2.574948,2.349783,-0.214281,-1.109523,-0.469109,-0.769875,0.704802,0.062062,-2.09925,clean
-2.42352,-0.259147,-0.084125,-0.766437,-0.990993,-0.010132,-0.073497,0.059375,-0.411019,-0.17775,0.230226,0.340363,0.312887,0.45544,0.039763,-0.510881,0.549951,clean
-3.266766,0.737727,-0.268753,3.016591,-1.433963,0.795304,0.172166,-0.073115,0.828744,-1.12061,1.692571,0.190983,-2.330575,0.619535,0.140903,0.079739,0.402135,clean
-0.154553,-0.47146,-0.87882,-1.357788,-0.535334,0.016088,0.026633,-0.337653,-0.972631,0.035475,-0.516407,-0.269765,0.165561,0.161033,0.640704,1.581024,0.328186,buggy
-1.258106,0.705313,1.713374,1.628892,-0.485764,0.476686,-0.75056,-0.104012,1.941553,-0.272484,-0.131541,-0.52589,-0.447911,-0.530719,0.185613,-0.301971,-0.020076,clean
-0.266135,0.64195,0.617888,-0.268991,-2.270905,-3.773273,0.137622,1.188097,-0.471333,-0.265865,0.246589,-0.273195,0.085225,0.312653,0.032368,-0.594091,-0.196165,buggy
1.169463,-0.382864,-0.377776,-1.265249,-0.6478,-0.122791,-0.364288,0.370405,0.004688,0.128551,-0.739961,0.333393,1.03819,1.770038,-0.130147,0.747933,0.603278,buggy
28.601797,4.814798,-4.901876,-0.761493,-9.805447,0.551244,-0.496229,-4.077611,-1.986631,-1.112396,1.940148,3.648954,0.710717,0.428397,-2.549371,-7.015305,0.446419,buggy
-2.582728,-0.408592,-0.141823,-0.088367,0.474625,0.047744,-0.474267,0.304609,0.635859,-0.164201,-0.252953,-0.102564,0.126324,-0.253974,-0.144683,0.140309,-0.207005,clean
-3.254456,0.423206,-0.212723,0.150415,-1.121809,0.551832,-0.316492,-0.177112,-0.125412,-0.434486,0.439843,0.136788,-0.93372,-0.238305,-0.439425,-0.085701,1.035764,clean
-1.024079,-0.368772,-1.167675,-1.360925,-0.859855,0.149431,0.255839,0.514093,0.16237,0.424148,0.37335,-0.005707,1.003011,-0.01122,0.583144,0.77021,-0.132221,clean
-3.481168,-0.400273,0.149544,-0.747718,0.612001,0.041991,-0.115802,-0.056193,-0.13973,-0.063597,-0.117487,0.232903,0.027311,-0.206052,0.195068,-0.219152,-0.309988,clean
4.587147,0.80861,2.844299,-0.746302,1.571821,0.573214,0.562903,-2.02409,0.79999,-0.303622,0.901781,3.282866,1.404134,-1.068921,-0.421459,1.323082,-0.050489,buggy
0.719334,0.096189,-0.330616,5.108044,2.598939,0.804712,6.474643,2.48394,-1.204728,-0.235033,-1.897683,2.782459,2.340078,-2.325996,0.206211,0.263161,-0.573787,clean
-3.206714,-0.088056,0.606687,-1.171518,0.065458,0.478646,-0.105538,-0.043917,-0.222932,0.288,0.0205,0.284862,-0.359142,-0.347049,-0.197374,0.137876,-0.392164,clean
-2.245732,-0.088303,-0.05991,-0.827605,0.453567,0.221271,-0.147184,0.146377,0.320067,-0.054215,-0.093427,-0.060695,-0.346367,0.534235,-0.712448,-0.123623,0.377759,clean
-1.09164,1.466256,-1.140929,10.735986,1.025136,0.559202,0.916962,0.747385,-0.677997,3.197916,4.479614,0.986403,-2.59061,1.8775,0.155376,1.217749,-1.233312,clean
-3.54518,0.579707,-0.354445,2.972143,-0.908262,0.610084,0.140338,0.023271,0.827414,-1.191784,1.641034,0.15264,-2.487758,0.530251,0.208134,0.210005,0.117534,clean
3.542264,-1.285934,-0.54744,-0.366642,1.867313,-0.731563,1.75865,-1.732846,0.156161,-1.275332,1.117569,0.550572,2.168748,0.362168,0.873526,0.857087,0.605774,buggy
-3.103371,-0.48686,0.164729,-1.160055,0.325971,-0.524604,0.307854,0.187024,-0.308323,0.005798,0.38063,0.357872,0.040077,-0.00028,0.109255,-0.268028,-0.091819,clean
-3.300387,-0.688744,0.501279,-1.10987,0.661717,0.180692,-0.04594,-0.005169,-0.188119,0.152165,-0.131859,0.287106,-0.163493,-0.06061,0.28363,-0.041607,-0.235831,clean
-3.551706,0.298909,2.001345,-0.815738,-0.392598,-1.78624,-0.007751,0.480828,-0.564936,-0.035204,0.134953,-0.035512,-0.875506,-0.273775,-0.478155,-0.243031,-0.112075,clean
11.288272,1.139996,-3.414365,-0.190033,1.859328,-2.088738,0.244195,-0.836438,2.881381,0.637901,-0.780001,0.398143,-2.851887,-2.521323,-0.816047,-1.436501,-2.364237,clean
-2.677413,-0.178421,0.41152,-0.593821,0.636012,0.217368,0.461702,-0.54864,-0.066363,-0.183693,0.298511,-0.652814,-0.933063,-0.08013,-0.038048,0.259164,0.441489,clean
-3.146508,-0.092086,-0.303365,1.170115,0.585503,-0.24296,-0.83608,-0.059802,0.894259,-0.705852,-0.525138,-0.528672,0.588634,-1.243138,0.175929,-0.274734,-0.813484,clean
-2.318138,-0.372143,-0.346863,-1.250378,0.248032,0.023355,0.72803,-0.605486,-0.571914,-0.003513,0.185368,-0.86583,-0.147651,0.088015,-0.094413,0.556008,0.382098,clean
-1.799005,0.42622,-0.500159,-1.017208,-2.48,0.81758,0.45842,-0.815597,-1.01168,-0.02976,0.458813,-0.008095,0.904438,1.043591,-0.147972,-1.046205,0.584865,clean
9.475072,0.809903,0.392915,-1.51689,1.510024,0.152815,-1.1419,0.257873,1.100998,-0.248548,-0.320601,3.329006,0.409872,1.032426,-1.026826,0.214113,0.657057,buggy
0.651127,0.746978,-0.971766,5.076585,-1.029628,0.383721,0.049029,0.180464,1.60061,-1.694693,-0.4692,-0.816522,0.480642,0.273608,0.541518,0.038327,-0.514623,clean
-1.722392,-0.245407,0.066469,-0.91054,0.660625,0.141339,-0.212726,0.226786,0.55703,0.12607,-0.35909,0.025207,0.450456,1.05819,-0.760959,-0.281279,-0.413656,clean
-0.481438,-0.305003,-0.221645,-1.470497,1.120492,-0.080655,-0.419757,0.366689,0.276778,0.372122,-0.849979,0.314199,-0.579634,1.0373,-0.296386,-0.191639,-0.200671,clean
2.3788,-0.753243,-0.447077,-1.931823,0.645133,-0.026872,-0.727525,2.434888,1.764678,0.788715,-0.495066,0.121662,1.578547,2.168758,-0.875439,1.507801,1.130764,buggy
2.871589,1.441615,1.30075,0.299678,-2.749147,-0.376818,-0.515295,-1.000561,0.055902,-0.25798,-0.178015,1.460874,1.008626,-0.080626,-0.599944,-0.464037,-0.614364,clean
0.826345,0.165819,-0.482451,1.99898,1.272704,1.697809,6.976849,5.910722,-1.620588,2.087065,-3.375758,1.154453,1.589751,-0.971029,-1.834949,-0.053434,0.62217,buggy
-1.57895,0.365972,-0.867201,-1.03063,-2.327469,0.773613,0.122409,0.084691,-0.352353,0.402839,0.434597,-0.747579,-0.289992,-0.195189,0.288819,0.685291,-0.588267,clean
4.946582,-1.827775,0.266454,-1.979989,3.344183,-0.392521,5.052585,-3.835055,-0.321579,-1.133757,2.123872,-8.808074,-0.607867,1.650476,-5.313656,1.48295,-0.412946,clean
-1.051231,-0.366959,-0.324866,-1.016233,0.033366,-0.065481,0.490524,-1.001966,-0.893746,-0.292466,0.093516,0.349325,0.273902,-0.074749,0.297573,0.695295,0.183755,clean
7.690101,0.418444,-2.355673,1.92712,-1.920119,0.571177,-2.264345,1.309067,-0.278047,-1.772769,-1.306614,-0.471601,-0.081319,-0.737708,0.163409,1.136386,1.072364,clean
-3.213225,-0.379901,-0.058694,-0.91365,0.187294,0.163451,0.047316,-0.011112,-0.204487,-0.038337,0.15966,0.221675,-0.150923,-0.122809,0.18542,-0.106225,0.159923,clean
-3.394648,-0.341105,0.152123,-1.175016,0.435827,0.185813,0.073391,-0.073129,-0.389002,0.130207,0.042826,0.27889,-0.25518,-0.230707,-0.005663,0.058152,0.060539,clean
4.021101,0.479601,2.132465,2.007541,1.781792,-1.012052,1.123207,-3.845057,-1.385999,-3.098315,0.94225,-1.163304,1.07549,-1.459407,1.080375,-0.083912,-0.406948,clean
-2.709443,-0.198188,0.068719,0.613426,0.584473,0.129838,0.18357,-0.022868,0.086005,-0.452656,-0.596939,-0.613258,-0.065532,-0.291332,0.351691,-0.111906,0.131858,clean
2.462221,0.194512,-0.306002,-0.784376,0.715808,-0.448534,-0.506919,-1.087498,-0.588645,-0.377561,-0.81065,1.675148,-0.762378,-0.927298,0.795246,0.178611,-0.822764,clean
1.388151,0.942881,-0.976314,1.225515,-3.005477,1.211819,0.388695,-0.124934,-0.845042,-0.811073,-0.143374,-0.431404,0.949843,1.608599,-0.826103,-0.922459,0.628832,buggy
-2.842281,0.505681,-0.022951,3.991755,-0.38582,0.424378,-0.548647,0.323513,2.245353,-1.47969,0.287883,-1.036469,-0.990866,-0.836035,0.707656,-0.251329,0.638407,clean
0.784608,0.630294,-0.782118,2.261583,0.526988,-0.46211,-1.490968,-0.160713,1.981053,-1.134628,-1.067122,0.00512,1.131537,-0.573868,-0.463026,0.374385,-0.437567,clean
-3.548578,-0.045509,-0.138491,0.124648,0.085704,0.187304,-0.288664,-0.030091,0.294632,-0.60653,0.331366,-0.102963,-0.993793,-0.503327,0.011717,-0.063776,1.364569,clean
3.225464,0.006378,-1.660348,1.069049,-0.110232,0.060204,-2.283559,1.19518,0.207149,2.896965,1.283615,-0.625265,2.103843,1.852228,-1.130996,0.108568,1.80413,clean
-1.399315,-0.267052,0.044801,-0.972953,0.809888,-0.459982,-0.233553,0.448138,0.478853,0.186772,-0.433588,0.262153,0.344105,0.568771,-0.052943,0.155677,-0.101291,clean
-1.23355,0.050146,-0.494569,0.631823,-0.597267,0.441507,-0.033514,0.405258,0.490504,-0.299967,-0.694306,-0.43784,0.822713,0.453561,-0.526651,-0.381083,0.380321,clean
-2.787004,-0.170423,-0.285795,-1.207739,-0.235142,0.24149,0.162345,-0.008712,-0.345364,0.155881,0.203354,0.224368,0.196308,0.072019,0.094344,0.087723,-0.018796,clean
1.518049,0.539371,-0.833537,0.472294,-1.289482,0.988833,-0.451626,0.413719,-1.520327,-1.418677,-0.260421,-1.420419,0.528126,0.047267,0.048279,-0.131051,0.222524,clean
-3.68878,-0.324418,0.15619,-1.113105,0.504614,0.140008,0.020969,-0.110591,-0.456578,0.039297,0.040087,0.353044,-0.310362,-0.274931,-0.077813,-0.114526,-0.141753,clean
-3.339201,-0.210658,0.659508,-0.755668,0.320768,0.336885,-0.119753,-0.210243,-0.073575,0.091852,-0.068943,0.181542,-0.142849,-0.347311,-0.015769,-0.279584,-0.45274,clean
5.74741,1.244672,-0.615419,-1.100238,0.329192,-0.468154,-0.914473,-1.743207,-1.242352,-0.309817,-1.505996,2.635282,-1.384968,-0.885559,0.605568,1.060939,-1.134467,clean
-0.251094,0.472629,-0.857621,-1.135962,-1.716015,0.325322,0.275614,-0.917978,-1.006858,0.188464,-0.001715,-0.221802,0.317939,-0.731028,0.106726,1.069258,-0.651352,clean
1.362022,-0.255468,-0.282464,3.404166,1.812595,1.313421,7.131309,2.786333,-1.647374,0.50217,-1.581715,2.485732,2.302257,-0.290341,-0.375346,-0.536413,-0.522167,clean
-1.429747,-0.630193,-0.398675,-1.078385,0.381094,0.005295,-0.292636,0.668435,0.574515,0.298798,-0.380995,0.052022,0.817556,0.747683,0.354388,0.305373,-0.547628,clean
3.907722,0.723022,0.870959,5.678427,4.145284,2.808261,5.014462,5.821376,-5.614187,2.040681,-5.500304,-0.637238,1.75557,-0.001909,-2.898132,-0.432262,0.577381,buggy
-2.666499,-0.344669,-0.041366,-0.88528,-0.326932,-0.201207,0.009155,0.149995,-0.247484,0.092423,0.045816,0.069484,0.271255,-0.104102,0.282934,-0.128901,-0.221289,clean
2.971439,0.061973,0.178646,1.385235,0.843431,-0.091128,-0.262849,-0.900516,1.625096,-0.996988,-0.350711,0.100071,0.311887,1.266528,-0.597142,0.439503,0.335323,buggy
16.369625,1.755183,7.990993,-1.921182,5.444401,5.321181,-5.658284,3.729507,-4.255759,-5.305236,2.521412,0.006224,-1.916019,-1.010957,-0.680504,-0.117589,-2.482881,clean
-3.461661,-0.341039,0.21062,-1.084354,0.415708,-0.083179,0.0316,0.007146,-0.35566,0.014933,0.011438,0.342586,-0.018229,0.04142,0.111531,-0.215672,-0.097404,clean
-1.245573,0.571575,1.073437,2.336942,0.13058,0.455393,-0.96772,-0.375175,1.996843,-0.913571,-0.323542,-0.357356,-0.101547,-0.58085,0.510771,0.019816,0.170491,clean
-0.184398,-0.033312,-0.400193,1.495278,1.612043,-0.598148,-1.48746,0.450388,2.312589,-0.598866,-1.605486,-0.601879,1.391332,0.220561,-0.139562,-0.325958,-1.13122,clean
-3.960083,0.020675,0.062412,-0.222183,0.340485,0.128528,-0.347152,-0.175829,-0.199388,-0.34928,-0.071008,0.00883,-0.819396,-0.68455,-0.150347,-0.149352,0.129686,clean
1.088608,0.536519,-0.401318,-1.042009,0.298943,0.11533,-0.540994,-0.07402,0.296283,0.088033,-0.664597,0.812661,-0.083514,0.59019,-1.041907,0.71228,-0.032817,clean
