@relation 'data/M_multi_metrics_LC.csv-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R17,44,46,62-weka.filters.unsupervised.attribute.Standardize_principal components-weka.filters.unsupervised.attribute.Remove-V-R1-19'

@attribute 0.197WCHU_wmc... numeric
@attribute 0.281LDHH_fanIn... numeric
@attribute -0.282LDHH_numberOfAttributesInherited... numeric
@attribute 0.311WCHU_numberOfAttributesInherited... numeric
@attribute -0.308LDHH_numberOfPublicMethods... numeric
@attribute -0.456LDHH_noc... numeric
@attribute 0.347CvsExpEntropy... numeric
@attribute -0.357LDHH_dit... numeric
@attribute 0.328LDHH_dit... numeric
@attribute -0.445ck_oo_numberOfPublicAttributes... numeric
@attribute -0.343LDHH_numberOfPublicAttributes... numeric
@attribute '0.47 ck_oo_dit...' numeric
@attribute 0.417ck_oo_numberOfPrivateAttributes... numeric
@attribute 0.345ck_oo_fanOut... numeric
@attribute 0.419ck_oo_numberOfPublicAttributes... numeric
@attribute -0.444LDHH_numberOfPublicAttributes... numeric
@attribute 0.372LDHH_numberOfAttributesInherited... numeric
@attribute '0.43 CvsLogEntropy...' numeric
@attribute class {buggy,clean}

@data
0.630863,0.999523,-0.860781,-1.25554,-1.316256,0.721129,-0.38921,0.648432,-0.064164,2.394447,0.869872,0.534388,-0.114452,-1.308187,0.6498,-0.553959,0.394688,-1.032187,clean
0.564106,-0.3384,-1.066683,-0.890983,0.252103,0.447091,0.670745,-0.595145,0.684975,1.602881,0.309048,0.41066,1.266685,-1.85573,0.446631,-0.54373,0.673978,-0.644417,clean
-1.917473,0.0138,-0.096054,-0.065342,0.772303,0.284472,0.383408,-0.509409,-0.779404,-0.360576,-0.105954,-0.595258,0.198114,0.571322,0.006446,0.202891,-0.494469,-0.237286,clean
3.676973,1.832706,0.162912,0.669144,0.395222,-2.530256,1.056602,-0.486004,-0.803043,0.17442,-0.532366,-0.479281,1.416904,-0.172378,0.253074,-0.131241,-0.685879,0.832806,clean
-2.598525,-0.053808,-0.284929,-0.126504,0.482742,-0.288426,-0.587661,-0.046898,-0.49981,0.21408,-0.94965,0.616412,0.261592,0.143296,-0.287653,0.268996,-0.168109,0.062822,clean
8.635402,-0.078856,-0.720014,-0.419655,2.580849,0.431235,1.256777,-5.364381,1.119655,-2.608346,0.976323,1.366047,-1.252352,-0.397982,-0.11193,-1.6632,-0.55464,1.160747,buggy
2.326515,-6.357164,4.06426,4.373543,-3.779552,1.734226,1.061543,3.145909,1.883728,-1.407387,2.722797,2.603764,-0.215249,1.283067,1.002995,0.621678,-0.760506,1.034584,clean
-1.398648,0.005946,0.084413,0.570889,0.27904,0.288733,0.532159,-0.718094,-0.875944,0.012314,0.311891,0.545526,0.494678,1.236367,-0.258593,0.031129,-0.756372,-0.069232,clean
0.68089,0.490324,-0.12061,0.737864,1.1389,1.406625,1.027479,-2.042591,-1.57015,-0.637737,-0.128971,0.048114,0.745943,0.574103,-0.278015,-0.016535,-0.667638,-0.936006,clean
-2.150039,-0.169054,-0.333263,0.007768,0.375868,-0.15613,-0.758233,-0.299129,-0.450958,0.440146,-0.683743,1.026529,0.732892,0.356317,-0.108244,-0.096209,-0.105287,-0.120545,clean
-1.904211,0.270319,-1.301453,-0.104741,-0.023225,-0.132468,-0.575486,0.914164,0.003794,1.416082,-0.1216,0.206638,0.096257,-0.569744,1.551763,-1.016791,-0.143211,0.127072,clean
5.678868,-1.065024,-0.253705,-0.76515,1.210325,1.079832,1.607981,-1.105353,1.05086,0.996218,1.844184,-1.359111,1.687641,-1.985213,-1.423171,0.258743,-0.192905,-1.266881,buggy
-0.37362,-0.363535,-0.760225,0.258377,0.03954,0.06503,-0.292945,0.366891,-0.383336,-0.227926,-1.331678,1.860388,0.641694,-1.478702,-0.685152,0.60449,-0.765321,0.588239,clean
-0.86341,0.346715,-1.712666,-0.152718,0.61298,0.891035,1.389428,-1.074329,-0.793677,0.693983,0.053172,-0.131639,0.158031,-0.683501,1.593782,-0.805024,-0.530774,-0.646943,clean
-1.688359,0.496366,0.192932,-0.180704,0.643574,-0.21481,-1.02567,0.399977,-0.382776,-0.186057,-0.232206,-0.389272,0.291727,-0.375044,-0.043159,-0.072611,-0.244044,0.009091,clean
0.299651,-1.287508,0.476195,-2.074219,-0.775441,-0.285857,-0.09285,0.375393,-0.216033,-1.10322,-0.161118,1.685326,-0.943724,0.794307,2.149031,1.775961,1.261528,-0.19299,clean
6.675136,-2.57635,0.135741,-0.244531,0.93849,-0.589172,-1.273132,0.801814,0.824362,0.657657,-0.208794,0.772003,1.896074,-0.222484,-1.604087,-0.722379,-0.264905,1.547703,clean
-2.787373,-0.331689,0.396783,-0.701784,0.425468,-0.474545,-0.351127,1.047562,0.209329,-0.459911,0.088229,-0.634769,-0.502246,-0.135106,0.630812,0.224204,-0.066352,0.097006,clean
3.537421,-0.766317,-0.9074,-0.611195,1.170044,0.292313,0.137074,-0.417022,-0.90482,0.652982,0.734208,0.167084,-0.308995,-0.129673,0.163138,0.135163,-0.686967,0.153881,clean
-2.479003,0.197402,-0.036592,-0.273548,0.584432,-0.215722,-0.628695,0.240506,-0.13235,0.32637,-0.388874,-0.09809,0.01575,0.189405,0.120294,0.058564,-0.177798,0.069148,clean
-2.292648,0.11536,-0.343137,-0.088668,0.419712,-0.200021,-0.682148,0.618086,0.073729,0.79033,0.035949,-0.1281,0.178881,0.082031,0.276765,-0.336303,-0.341554,-0.004915,clean
-2.369615,-0.518065,-0.421376,0.523393,-0.169542,-0.064746,-0.510734,-0.314026,-0.36608,0.643326,-1.523519,1.725947,0.334893,-0.556038,-0.076309,0.347449,-0.448226,0.03008,clean
-1.631691,0.077814,-1.986037,1.427223,0.461727,-0.760671,-1.749934,-2.09325,1.082517,-0.575385,-0.438559,1.000477,0.130931,-0.170114,0.055245,-0.836427,0.058143,0.421647,clean
-1.614445,-0.140182,0.101144,-0.519825,0.999915,0.513223,1.047337,-0.904387,-0.612732,-0.539718,0.557557,-1.081517,-0.125801,0.337104,-0.010897,0.362688,-0.372407,-0.314268,clean
-0.388075,-4.643978,2.632076,1.596475,-2.047471,-0.560714,-0.153937,0.175299,2.037324,-0.934561,0.875893,-2.745975,4.162442,-0.093695,0.333063,-1.464744,3.530411,0.973239,clean
-1.206154,-1.726043,1.315098,-0.789806,-0.421111,0.516893,0.832679,0.424595,0.461691,-1.740894,0.441691,1.933153,-0.360865,-0.061685,1.13776,0.550234,0.527471,-0.484705,clean
-2.677615,0.4852,-1.04974,0.552868,0.861181,-0.379508,-0.44363,1.186297,-0.220023,0.408308,-0.175121,-1.645119,0.039,0.48429,1.268385,-0.698545,-0.794725,0.237003,clean
-1.761214,-0.007401,0.650675,-0.589546,0.856758,-0.017169,-0.27149,0.153048,-0.09166,-0.12786,0.289473,-0.709217,-0.19636,0.219041,-0.249104,0.385031,0.12117,0.103297,clean
-0.494626,-4.525127,2.273325,2.004882,-2.261442,-0.164074,0.277789,-1.526918,-0.327974,-0.321863,-1.663386,-0.905833,1.395052,-0.704515,-0.797522,-0.630921,0.978082,-0.04417,clean
4.760958,-6.335534,2.913174,3.767924,-4.625697,2.898548,3.758873,3.120556,2.627101,-1.771117,2.256616,3.267986,-0.947479,-2.593011,2.772904,0.726273,-0.237048,0.288039,clean
-2.716733,0.132199,0.254007,-0.516109,0.571538,-0.520948,-0.335824,0.798405,0.022288,-0.327442,-0.171495,-0.623286,-0.297054,-0.094956,0.473672,0.172564,-0.13046,0.112021,clean
-0.695338,0.971093,-1.225775,-0.012429,0.476361,0.701019,0.269837,-0.218722,-0.362092,1.288538,-0.250972,-0.113489,0.037635,-0.754434,1.389662,-1.000759,-0.188562,-0.075697,clean
-2.133539,-0.293228,0.418197,-0.668472,0.494497,-0.096229,-0.416919,0.848511,0.25545,0.87119,0.634027,-0.373465,-0.855503,0.376389,-0.289395,0.007376,0.175845,0.626587,clean
-2.649742,-0.365302,0.879173,-1.276837,0.458315,-0.390369,-0.377981,-0.105176,-0.368371,-0.281884,-0.18669,-0.350001,-0.494226,-0.118887,-0.643738,0.838406,0.13886,-0.167927,buggy
-1.544687,0.150763,0.731828,-0.263963,0.373686,0.384761,-0.388625,0.692609,0.502001,0.911521,0.931852,-0.514524,-0.505413,0.316876,-0.334134,0.025912,-0.36015,0.013823,clean
-0.397375,0.032618,-0.580138,-0.754421,0.585892,-0.051661,-0.553765,0.741077,-0.162051,-0.043618,-0.628481,1.377214,-0.039921,0.003047,-1.058858,-0.859279,-0.586794,-0.479257,clean
9.981541,0.043322,-10.378027,6.806646,5.270335,-1.973819,6.006261,-0.282055,4.937709,-6.428918,-2.638364,-2.064994,3.925248,0.837909,-0.528282,1.177051,0.753886,-1.763991,buggy
1.450309,-1.214884,-1.405898,2.0565,0.089611,-0.518202,-1.830752,-3.371851,3.07573,-0.368872,1.76505,0.127896,-0.495858,-0.22757,-0.462325,-0.837706,-0.264264,0.25463,clean
-1.155957,0.156034,-0.241755,-1.335771,-0.393991,0.344302,0.061719,0.958515,0.944124,2.552694,1.227097,-0.266304,-0.971561,-1.053002,0.222066,-0.183955,0.13696,-0.72234,clean
-1.263055,-0.024275,-0.532941,-0.046027,0.144653,-0.263981,-1.238047,0.156498,-1.092007,0.083618,-0.13796,0.639604,0.561808,0.046642,-0.065467,-0.412073,-0.440642,-0.026338,clean
0.415833,-0.544652,-0.225661,-0.344759,0.921448,0.085022,-0.509514,0.714694,0.09404,0.031161,-0.180197,1.570474,0.459729,0.135519,-1.230601,-1.004911,-0.215053,0.089638,clean
-2.542047,-0.076023,-0.252498,-0.103736,0.451832,-0.230279,-0.566268,-0.037741,-0.472706,0.26303,-0.877217,0.692032,0.241852,0.245099,-0.331758,0.274599,-0.145957,0.115555,clean
-2.291207,0.454656,-2.096535,2.068717,1.081952,0.099696,0.370428,2.229188,0.183331,0.528919,0.137231,-1.443407,-0.735618,0.829172,0.830223,-0.286243,-0.093536,1.095534,clean
1.982992,1.914982,-1.403467,-3.150479,-4.189753,0.470884,-0.598687,1.513209,-2.970673,-3.044254,0.778955,-0.625407,-0.923935,-1.480577,2.259827,0.195482,1.128904,-0.251086,clean
5.053259,0.505382,1.912319,0.495037,-0.231206,-0.142621,1.778035,-0.118161,1.555291,1.387722,1.64088,-0.098437,1.347327,-0.680093,-0.933525,-0.510824,0.631456,0.3258,clean
1.853529,-0.865619,-0.95182,-2.954387,1.272151,-0.684784,1.286992,2.098072,0.588926,-3.506592,-1.389187,0.326607,-1.230568,-0.239974,0.375585,-2.383563,-0.404831,-0.807752,buggy
1.440603,-1.265032,0.178035,-0.231273,0.938491,0.607944,1.032575,0.395197,0.684537,-1.392148,0.086286,1.056225,0.695359,-0.346502,0.964889,-1.376052,0.78874,-0.330414,clean
-2.337449,0.118799,-1.077557,1.137365,0.582912,-0.148271,-0.22507,1.626915,0.071542,0.447643,0.326359,-1.660669,0.098006,0.915266,1.725459,-1.110031,-0.847483,0.533388,clean
-0.170627,-1.18772,0.337102,-1.312917,-1.017344,0.425003,0.469374,0.740059,-0.378714,-1.514684,0.517059,1.789972,-0.537816,-0.118726,1.458343,0.379996,1.050847,0.172,clean
-2.250383,-0.858169,0.976909,-0.939742,0.071792,-0.095253,-0.107676,0.474872,0.231146,-1.446987,0.011901,1.32147,0.052132,-0.170476,0.598319,0.742395,0.157924,-0.525172,clean
5.544197,2.387072,-1.270204,-0.714296,1.193719,0.729711,-0.60953,-0.26995,-0.319988,1.120657,-0.741208,-0.643813,0.863299,-1.624895,1.057702,-0.193472,-0.190173,0.401486,clean
-0.945909,-0.375335,0.704185,-0.181014,0.208626,0.482602,-0.346866,0.854572,0.653149,1.184716,1.734081,-0.178549,-0.113372,0.522821,-0.582735,-0.20077,-0.219794,0.035543,clean
0.316303,0.427697,-1.951888,-2.876045,-2.614926,-0.347075,-0.879975,-0.498419,-3.111948,-0.037536,-1.19774,1.12485,-0.35013,-1.331655,0.794971,0.452973,1.646968,0.628966,buggy
-2.221697,0.278085,0.46126,-0.420523,0.78617,-0.626542,-0.108377,0.091348,-0.492368,-0.332524,0.065555,-0.574041,-0.086002,0.218401,-0.266488,0.3956,-0.333755,-0.060912,clean
-1.383545,0.028764,-0.851085,-0.715069,-0.270756,0.417261,0.222843,-1.137272,0.046859,1.604629,-0.708631,1.685722,0.592033,-1.260073,0.148599,0.167179,-0.126185,-1.490783,clean
-2.052085,0.531248,-3.532205,3.455928,-0.110999,0.055937,-0.427363,1.776987,-0.309706,0.338278,-1.094614,-0.02726,0.76815,2.10763,-0.048698,0.464983,1.638623,-1.053015,clean
-2.565501,-0.426248,0.671042,-1.064298,0.317876,-0.325021,-0.455407,-0.106301,-0.223019,-0.518223,-0.372725,0.592453,-0.020962,-0.211482,-0.178571,0.711469,0.097353,-0.383118,clean
-2.227314,-0.50778,1.48593,-0.958641,0.042527,-0.170965,-0.408994,0.045024,0.27011,-0.441077,-0.148998,-0.478559,0.149183,-0.149111,-0.516189,0.628713,0.846536,0.09368,clean
0.177551,1.755548,2.054762,0.741979,0.656528,0.077881,-1.04476,0.493549,-0.070674,-0.158773,-0.063272,-0.752372,0.124745,0.554886,-0.028546,0.125997,-0.164154,0.278439,clean
-2.338711,-0.712922,0.907801,-1.466972,0.477072,0.024198,0.648596,0.086217,0.085239,-1.527213,0.170746,0.378412,-0.489938,-0.39275,0.421091,0.973764,0.333155,-0.48017,clean
-0.838456,0.402952,-0.500273,0.19506,0.819034,0.363617,-0.198096,0.585021,0.153486,1.276096,-0.093089,0.323467,-1.138344,-0.273646,-0.515556,0.635735,0.30347,0.306839,clean
-0.874008,-3.74256,1.880962,1.609028,-1.808185,-0.132541,0.203867,-1.404152,-0.616839,-0.164494,-1.69285,-0.556709,0.713447,-0.605122,-0.817773,-0.323784,0.429499,-0.139187,clean
-1.651071,-0.433457,0.848288,-0.24487,-0.030412,0.478185,-0.353522,0.924751,0.623619,1.368374,1.402205,0.050698,-0.731231,1.138559,-0.639429,0.038768,-0.060792,0.437592,clean
-1.17787,-0.187427,-1.490811,1.441486,-0.120516,0.45626,-0.386574,0.376837,-0.205484,1.743141,-1.536836,3.021958,-0.099751,-0.707611,-1.055713,0.617356,0.077812,0.328328,clean
3.547622,-0.817632,-2.561909,2.298648,1.393545,-0.256006,-0.199487,1.083232,-1.216774,-0.560591,-0.942681,-0.557347,0.423438,-0.519491,-1.107488,1.117804,1.421073,1.106658,clean
-0.644388,0.051727,0.131498,-1.864348,-1.39519,0.496794,0.165416,0.268425,0.437568,1.412878,0.527107,1.329458,-0.290774,-1.321037,0.771413,0.39255,0.64942,-1.524987,clean
6.920282,-6.942957,0.806566,5.41351,-3.588668,1.917036,4.379833,0.041038,-1.441995,0.105516,-1.236989,-0.943549,-4.49989,-4.656518,0.479005,1.363679,-0.796943,-0.964293,clean
-2.454136,-0.386339,0.41423,-0.441026,0.393379,-0.402267,-0.496568,0.628773,-0.041679,0.398656,0.176483,-1.048129,-0.659476,-0.068437,-0.024593,0.031851,-0.39556,0.006915,clean
0.193814,0.815571,-0.902244,-0.373139,-0.087386,1.079311,0.747153,-0.790113,0.259549,2.004937,0.012509,0.110698,0.271939,-1.607593,1.089214,-0.630733,-0.152905,-1.568832,buggy
-1.508158,-0.535642,0.545368,-2.422782,0.680863,-1.05735,0.654134,0.615432,0.752495,-1.464116,-1.718644,-0.212438,-0.937151,0.740906,-1.405893,-0.725034,-0.473423,-0.83714,clean
3.74545,4.28511,-2.5948,-1.566334,-5.807869,-2.419012,-0.33851,2.521428,-1.73978,0.850788,0.703151,-0.724507,1.046392,-0.458987,1.473715,-0.892543,-1.606269,-0.118967,clean
-1.827157,-1.765298,0.770357,0.34391,-0.553065,-0.08053,0.166536,-1.027679,-0.57873,-0.272735,-1.350126,0.266047,0.592335,-0.56542,-0.664857,0.372252,0.30014,-0.139925,clean
-2.236553,-0.524065,0.561165,-0.504402,0.509979,-0.202361,-0.012792,0.922562,0.450169,-0.705891,0.326509,-0.490963,-0.278606,0.007717,0.692778,0.242281,0.214335,0.152601,clean
-0.464943,-0.024004,0.219598,0.296904,0.5983,-0.099927,0.25267,0.267199,0.674696,1.44254,1.077555,0.922662,0.365115,0.590028,-0.636776,-0.21944,-0.201351,0.186704,clean
-2.748923,-0.219694,0.856807,-1.369717,0.538461,-0.617933,-0.280568,-0.104317,-0.353147,-0.341092,-0.233477,-0.411784,-0.502986,-0.304977,-0.562183,0.866812,0.189027,-0.153517,clean
0.435392,2.34952,-3.209643,3.011054,-0.35728,0.705762,-0.555786,2.003716,0.273365,0.828529,-1.650727,-0.23212,0.681057,0.735509,0.127453,0.240649,2.326666,-0.756241,clean
1.196589,-0.403611,-2.525844,0.81035,1.378601,1.26956,3.180024,-1.096139,-0.956956,-2.429506,-1.943568,1.314579,-1.181682,1.07696,0.187276,0.526219,-0.399364,1.746177,clean
-1.98074,-0.209069,-1.116774,1.535659,-0.327263,0.099732,-0.844949,-0.206377,-0.695273,1.046484,-1.346823,2.448799,1.579892,1.260708,0.236432,-0.595694,-0.518349,0.040106,clean
-0.819994,0.276582,-0.665929,-0.726911,-0.014207,0.99648,0.700721,-0.402744,0.901884,2.290254,0.814551,1.066159,-0.153347,-0.837272,0.233337,-0.160769,-0.177006,-1.384506,clean
0.533806,-0.82322,0.738294,-0.662817,0.709167,0.299814,-0.32881,0.251418,0.000546,1.676675,0.999376,0.016385,-1.36347,0.389867,-0.628267,0.092654,0.647262,0.568621,clean
-2.065612,0.253416,-2.069838,1.661361,0.332551,-0.021424,-0.77877,-0.129112,-0.858936,0.951159,-1.755287,1.483458,1.554874,0.608091,0.958255,-0.991492,-0.893058,-0.077807,clean
0.262614,0.535683,1.350597,-0.711245,0.638162,1.09554,0.624985,0.52439,0.469846,-1.056066,0.517709,0.71108,-0.844663,1.064596,-0.193997,-0.143075,-0.012091,-0.449961,clean
0.711242,-6.809737,3.90368,4.040753,-3.710793,-0.458782,-0.375771,-1.985421,-1.860128,0.560502,-2.851104,-1.85673,-1.395024,-0.759095,-0.974223,-0.964404,-1.663117,-0.810877,clean
5.703234,5.446115,0.159235,-1.483502,-4.283902,0.697418,-1.193416,0.964043,-2.453981,-0.042515,1.468554,-0.832624,-0.312434,-1.428046,0.235854,0.060602,0.367535,-1.163553,buggy
-2.565724,0.081513,-1.914611,1.828625,0.296206,-0.235392,-0.001913,1.585718,-0.278783,-0.225062,-1.230416,-0.078362,-0.746394,0.005272,-0.897161,1.675361,1.125504,-0.161267,clean
-2.614194,-0.22745,0.40779,-0.566169,0.491017,-0.423071,-0.481669,0.672519,-0.011965,0.091183,0.10862,-0.930947,-0.483307,0.15123,0.102515,0.208891,-0.076935,0.276968,clean
0.279237,0.587536,-2.005132,0.214382,0.149531,1.372272,2.118346,-0.097191,-1.115713,0.308755,0.554513,-1.62259,-0.228487,-0.371049,3.247299,-1.601779,-0.247585,0.018683,clean
-1.091684,-3.259951,1.619649,1.306924,-1.482413,-0.14156,0.162392,-1.294496,-0.577519,-0.225704,-1.57455,-0.369822,0.727572,-0.637789,-0.739736,-0.123319,0.374351,-0.149398,clean
-1.780285,-0.65834,1.145748,-0.786237,0.0917,-0.076034,-0.201243,-0.134554,-0.417082,-0.250221,0.489117,0.207871,0.015625,0.647527,-0.835858,0.673901,0.30238,0.046419,clean
7.302399,4.276282,-1.380063,-4.4613,-5.653122,1.169543,-1.76855,0.270807,-5.958773,-1.74258,1.645278,-0.279964,-1.267109,-2.29025,-0.458657,0.083328,1.718013,-0.142792,clean
-2.663185,0.578492,-1.466994,0.886077,0.980067,-0.348637,-0.293251,1.369179,-0.197636,0.530818,0.011823,-2.013785,0.026797,0.563068,1.610241,-1.041318,-1.050885,0.371417,clean
-2.561609,-0.546156,0.560316,-0.686637,0.381796,-0.308803,-0.010225,1.600621,0.629974,-1.545178,0.429307,0.013083,-0.320643,-0.253075,1.494456,0.309301,-0.050252,-0.138733,clean
-2.404839,-0.593234,0.804929,-0.997138,0.196509,-0.179252,-0.316841,0.137222,-0.045332,-0.868994,-0.124455,0.953956,0.026073,-0.08409,0.084038,0.721993,0.101994,-0.425694,clean
1.042883,-0.475868,-1.432964,-0.277415,0.969803,-0.854147,-1.385181,0.87683,-0.215819,2.089041,-0.440826,-0.219334,-0.008538,-1.203306,1.366345,-0.84333,0.20775,0.788884,clean
3.711841,0.284733,1.15067,0.929183,2.107736,2.009864,1.219675,-1.662764,-1.172829,-0.730095,2.117149,-0.591245,0.235455,0.409939,-0.623834,0.15933,-1.091582,-1.193517,clean
-2.363007,0.349898,-1.809089,1.572755,0.464993,-0.193668,-0.833785,0.407848,-0.785369,0.672228,-1.172484,0.38133,1.262146,0.720398,1.131871,-0.969152,-1.229417,-0.12755,clean
-2.602063,0.240544,-0.023494,0.068793,0.266211,-1.06905,-0.270332,0.02296,-0.56255,0.329858,-0.804421,0.785856,0.260131,0.185752,-0.266485,0.167089,-0.190851,0.106998,clean
0.20298,-1.391817,0.786459,0.532018,0.080565,1.735599,1.370733,-1.174296,-0.19909,1.291836,1.527837,1.021662,-0.80141,2.558306,-0.956462,-0.027047,0.358448,0.761612,clean
4.041591,-1.468182,-0.85215,0.327699,1.027012,-1.51258,-2.328103,-1.53019,0.718603,-2.481432,1.589133,1.068856,-0.649799,-0.52331,-0.829704,-1.093525,-0.153971,0.77082,clean
-2.595659,-0.03095,-0.208726,-0.293829,0.410078,-0.282895,-0.693808,0.19182,0.031836,0.398749,-0.414948,0.521303,0.169509,0.040516,0.37325,-0.074634,-0.140804,-0.019498,clean
3.571301,5.871185,4.877041,2.492369,-1.789853,-6.38024,2.92252,0.476537,-0.312184,0.20753,1.873617,1.103866,1.053617,0.903115,-1.365784,-0.318701,0.026386,0.817149,clean
1.117349,0.173982,-0.186086,-1.037516,1.73067,-0.130116,0.029792,0.442698,-0.263036,-1.356824,-0.425184,-0.745112,0.31646,-0.426904,-0.894535,-0.690264,-0.95345,0.335395,clean
-2.159844,-0.636284,-0.165804,0.112582,-0.047456,0.375897,0.413697,-1.054527,-0.758243,0.155397,-1.525602,1.916702,0.012265,-0.54741,-0.725756,1.032264,-0.30089,0.037595,clean
1.196727,2.662715,-1.489978,3.851424,0.638734,-3.831725,0.979079,0.318198,1.468347,0.432262,-0.233313,1.117548,-1.719206,-1.210542,-1.285059,1.00471,1.179619,1.075147,clean
-2.666523,-0.235817,0.092939,-0.370117,0.175498,-0.335403,-0.88258,-0.304606,-0.603362,0.118977,-1.204729,1.197528,0.68386,0.379515,-0.674904,0.419299,0.239795,-0.102343,clean
-2.034912,-0.04188,-0.147908,-0.43377,0.78929,0.234861,0.455618,-0.60598,-0.517977,-0.33856,0.066515,-0.291565,-0.023582,0.123651,0.33811,0.201345,-0.527611,-0.403299,clean
1.470114,0.505394,-2.010137,2.28085,1.474819,-1.139797,-1.391611,-1.358448,1.244094,-0.896253,0.585131,-0.238732,0.30983,-0.724593,-0.60982,-0.98175,0.207409,0.909563,clean
-1.962522,-0.856217,1.137466,-1.072407,0.193044,0.21588,0.352107,-0.625155,-0.157155,-0.179391,0.355101,-0.1785,-0.233285,0.431868,-0.835498,0.750609,0.653368,0.055119,clean
-0.446929,-4.869737,2.557802,3.263408,-2.725666,0.150211,0.793293,1.863213,0.235098,-1.191316,-0.809467,-0.137304,-1.935117,-1.536923,0.693589,0.536114,-1.65513,0.915753,clean
0.428187,-1.123675,0.833544,-1.135772,0.617071,-0.536826,-0.66228,0.138844,0.015467,0.012244,0.567008,-0.938236,0.003166,-0.08605,-0.886995,0.957818,-0.186242,0.141493,buggy
-0.569907,-4.38313,2.233042,2.007067,-2.217446,-0.145316,0.231489,-1.525565,-0.60316,-0.145239,-1.796215,-0.822606,0.809471,-0.621009,-0.867416,-0.559793,0.525914,-0.125761,clean
-2.01542,0.157098,-1.256858,0.912936,0.606957,0.000094,-0.59462,-0.82491,-0.616861,0.487636,-1.448881,1.303263,1.601673,0.277807,0.39337,-0.585391,-0.375055,-0.392892,buggy
-1.975598,-0.551794,-0.293627,0.778143,-0.182774,0.143696,-0.672588,-0.054706,-0.049422,0.81816,-0.584646,1.346371,1.191953,1.066665,-0.15204,-0.423983,0.294098,0.448792,clean
-0.66665,-0.023183,-1.311404,-0.343132,0.494616,0.827866,1.315869,-1.584149,-0.977748,0.592353,-0.057048,-0.026945,0.426685,-0.733184,1.050237,-0.550732,-0.24882,-0.824134,clean
-2.654936,-0.304083,0.961091,-1.31433,0.477225,-0.566964,-0.22554,0.016374,-0.256695,-0.540919,-0.176268,-0.28123,-0.488751,-0.301192,-0.393821,0.878663,0.191148,-0.180102,clean
0.169428,1.155318,0.361958,-0.600153,1.027226,0.661092,1.218646,-1.000353,0.514146,-0.639873,-1.014728,-0.562464,0.294854,-0.024439,0.162071,0.009364,-0.529732,-0.802563,clean
-2.746616,-0.240279,0.364541,-0.751868,0.518212,-0.512753,-0.407285,1.074405,0.180122,-0.49938,0.071958,-0.653258,-0.470771,-0.221492,0.693635,0.227069,-0.051099,0.077449,clean
0.741014,-0.626718,-0.05129,-2.451863,-0.756779,-0.165776,0.573091,1.298632,0.491573,-2.053228,-1.564494,1.20852,-0.861061,0.655664,0.268066,-1.193341,0.210229,-0.631552,clean
-1.77557,0.447059,-1.289494,0.542798,0.949667,-0.308651,-0.553854,-2.299994,0.905446,-1.312914,0.25213,-0.392795,-0.875548,-0.564346,0.370644,-0.322984,-0.491995,-0.058263,clean
-1.399753,-0.449008,-0.052448,0.109707,0.593795,0.445859,0.500302,-0.862165,-0.696443,-0.372453,0.13446,0.02169,0.549377,0.52933,0.105214,0.022621,-0.401589,-0.302651,clean
2.760616,10.270004,6.768075,3.433623,-1.420887,-10.24579,5.541991,-0.022541,0.301965,0.642482,0.583042,0.542523,0.094281,-0.435773,-0.415086,-0.592798,0.490106,0.889619,buggy
-2.848992,-0.173808,0.19156,-0.794314,0.638356,-0.553792,-0.341599,0.757407,0.101427,-0.291689,0.021338,-0.943536,-0.310987,-0.254667,0.436399,0.210617,0.039729,0.14676,clean
-1.69257,0.605445,0.169951,0.255227,0.722973,0.375402,-0.280206,-0.351839,-0.271658,-0.004424,-0.638281,-0.093966,0.439869,0.335853,0.065038,0.045404,-0.29096,-0.156677,clean
-2.661043,-0.270823,0.192544,-0.758574,0.267833,-0.370102,-0.659493,-0.680142,-0.313712,0.05432,-1.152391,0.979814,0.580009,-0.451356,-0.379529,0.470296,0.33516,-0.352497,clean
4.955349,1.286666,-1.059482,-1.442579,0.887958,0.646549,-0.41915,0.003195,-0.76903,-0.808815,0.726641,-0.397445,1.751979,-1.322404,-1.913358,-0.006142,-1.202392,1.083815,clean
0.043529,1.144485,-0.085162,0.517042,1.454012,1.058471,0.089204,-1.109213,-1.034724,-0.242561,-0.497908,0.241374,0.449462,0.329515,-0.306448,0.038109,-0.470416,-0.363546,clean
-2.314474,-0.058533,-0.007694,-0.457426,0.265763,-0.107131,-0.596855,0.598366,0.569703,1.154418,0.268631,0.093871,0.032391,-0.141963,-0.054668,-0.13985,0.00547,-0.132187,clean
-1.409181,1.838493,0.362985,0.545731,0.062429,-1.232294,-1.84806,-2.327687,2.104955,-1.125306,0.045317,0.126119,-1.361154,-0.684839,-0.234503,0.192,0.194329,-0.086514,clean
-1.589673,-1.186501,0.787449,-0.608798,0.417309,0.496953,1.771754,1.13726,1.190964,-3.38364,0.722228,0.447196,0.186273,-0.783342,2.801672,0.346999,0.459938,-0.656738,clean
0.036581,-0.235363,0.293778,-0.9255,1.047722,-0.083389,-0.486192,0.536492,-0.013491,0.144748,0.786348,-0.450644,0.104475,-0.137706,-1.001298,0.144691,0.046969,0.760827,clean
